,city,name,url,image_url,score,description
187,avignon,Campanile Avignon Sud - Montfavet la Cristole,booking.com/hotel/fr/campanile-avignon-sud-montfavet.fr.html?sid=d8b6709b2aab0fd40724e375270157ca,https://cf.bstatic.com/xdata/images/hotel/square200/59962330.jpg?k=4f8f641c75e38bf7fedc5c668609717a43fb1c578906a125bde74c98c3865124&o=,7.1,"Le Campanile Avignon Sud - Montfavet la Cristole est idéalement situé à Montfavet, à 4 km de la vieille ville d'Avignon. "
188,avignon,ibis Styles Avignon Sud,booking.com/hotel/fr/avignon.fr.html?sid=d8b6709b2aab0fd40724e375270157ca,https://cf.bstatic.com/xdata/images/hotel/square200/211305401.jpg?k=cb2bced6c5ef6e3528fd13b130efa27fab1fac018d1c0be1c4222e5655a63107&o=,8.3,"L'ibis Styles Avignon Sud se situe à 4 km des remparts de la ville d'Avignon, au cœur de la Provence et du massif du Luberon. "
189,avignon,Hôtel Saint George,booking.com/hotel/fr/saintgeorgeavignon.fr.html?sid=d8b6709b2aab0fd40724e375270157ca,https://cf.bstatic.com/xdata/images/hotel/square200/260154078.jpg?k=d9b97979982fc39170d30cb9794e1d1e13ef6be966f3784c12a7966267807d2c&o=,4.1,"Situé à 800 mètres des remparts, l'Hôtel Saint George propose une connexion Wi-Fi gratuite, ainsi que des logements avec télévision à écran plat et salle de bains privative. "
190,aix-en-provence,Campanile Aix-en-Provence Sud - Pont de l'Arc,booking.com/hotel/fr/campanile-aix-en-provence-sud.fr.html?sid=909323217e1dd8e64d58a6c5740cf604,https://cf.bstatic.com/xdata/images/hotel/square200/240783173.jpg?k=7f280e17a2e501f3e3734f3b407168e932f90a0fbfb458410e1f57bd708dbfc9&o=,7.5,"Installé à Aix-en-Provence, à 3 km du centre historique et du cours Mirabeau, le Campanile Aix-en-Provence Sud - Pont de l’Arc vous propose des hébergements climatisés avec une connexion Wi-Fi..."
191,aix-en-provence,ibis budget Aix en Provence,booking.com/hotel/fr/etap-aix-en-provence-les-milles.fr.html?sid=909323217e1dd8e64d58a6c5740cf604,https://cf.bstatic.com/xdata/images/hotel/square200/248085494.jpg?k=03104a12ce7662011cbd397f8d8b3e6b231fd5af5d58abd7e74b353083b6cfe9&o=,7.8,"L'ibis budget Aix en Provence est situé en périphérie d'Aix-en-Provence, à 5 km du centre-ville. Ses chambres insonorisées sont munies d'une connexion Wi-Fi gratuite. "
192,aix-en-provence,Le Concorde,booking.com/hotel/fr/le-concorde-sarl-aix-en-provence.fr.html?sid=909323217e1dd8e64d58a6c5740cf604,https://cf.bstatic.com/xdata/images/hotel/square200/231223074.jpg?k=75455f779159e3db2e801f47ff22cbf25b33c0fc50bfb5c4437a4ace3bafe6b5&o=,8.1,"Le Concorde est idéalement situé dans le centre d’Aix-en-Provence, à seulement 5 minutes à pied du célèbre cours Mirabeau et à proximité du musée Granet. Cet établissement possède un jardin fleuri. "
193,aix-en-provence,Odalys City Aix en Provence Les Floridianes,booking.com/hotel/fr/les-floridianes.fr.html?sid=909323217e1dd8e64d58a6c5740cf604,https://cf.bstatic.com/xdata/images/hotel/square200/154635405.jpg?k=656006f5169fbde72573711b538707e15fafcb965167fd67a1c5b6cd3d8921fd&o=,8.0,L'Odalys City Aix en Provence Les Floridianes vous accueille à 5 minutes à pied des cafés et des fontaines bordant le cours Mirabeau. 
194,aix-en-provence,Hôtel Birdy by Happyculture,booking.com/hotel/fr/royal-mirabeau.fr.html?sid=909323217e1dd8e64d58a6c5740cf604,https://cf.bstatic.com/xdata/images/hotel/square200/327978851.jpg?k=7ac3658fb3389d6e73729548d2b232196b229957d8b0ca8b7d7ecda2584619a8&o=,7.9,"L’Hôtel Birdy by Happyculture se trouve à 20 minutes de route d’Aix-en-Provence, à proximité d’un parcours de golf de 18 trous. "
195,aix-en-provence,Golden Tulip Aix en Provence,booking.com/hotel/fr/golden-tulip-aix-en-provence.fr.html?sid=909323217e1dd8e64d58a6c5740cf604,https://cf.bstatic.com/xdata/images/hotel/square200/103723928.jpg?k=517d704df307d181efa7fcffb5947568eff811dad049b7af731c8d8fcb7a5d4c&o=,8.2,Le Golden Tulip Aix en Provence est situé à la sortie des autoroutes A8 et A51. Il est implanté à seulement 10 minutes de route du centre d'Aix-en-Provence et de la maison de Paul Cézanne. 
196,aix-en-provence,Aquabella Hôtel & Spa,booking.com/hotel/fr/hotel-aquabella.fr.html?sid=909323217e1dd8e64d58a6c5740cf604,https://cf.bstatic.com/xdata/images/hotel/square200/323477126.jpg?k=cd2a6cb1d97896d5555e0e45937d7aac0d1d8dc4c2ee6ea356c9026208ecaef8&o=,8.4,"Entouré d'un magnifique jardin, l'Aquabella propose des chambres de style provençal ainsi qu'un accès gratuit au spa. Il est situé dans le centre d'Aix-en-Provence, à quelques pas de la vieille ville...."
